epoch,train/box_loss,train/cls_loss,val/box_loss,val/cls_loss,metrics/mAP50(B)
102,0.3513,0.8923,0.3772,0.9655,0.1201
103,0.3452,0.8756,0.3712,0.9491,0.1236
104,0.3439,0.8535,0.3699,0.9272,0.1217
105,0.3365,0.8551,0.3625,0.9289,0.1343
106,0.3389,0.8507,0.365,0.9247,0.1334
107,0.3348,0.8464,0.3608,0.9207,0.1353
108,0.3203,0.8471,0.3463,0.9215,0.1462
109,0.3196,0.8242,0.3456,0.8988,0.1496
110,0.3151,0.8184,0.3412,0.8931,0.1532
111,0.3181,0.8096,0.3442,0.8845,0.1588
112,0.3154,0.8164,0.3415,0.8914,0.1684
113,0.3157,0.8003,0.3418,0.8754,0.1711
114,0.3122,0.7896,0.3383,0.8649,0.1763
115,0.3067,0.777,0.3328,0.8524,0.1833
116,0.3021,0.7727,0.3282,0.8482,0.1847
117,0.2996,0.7776,0.3257,0.8531,0.1949
118,0.3009,0.7709,0.3269,0.8466,0.2001
119,0.2848,0.7584,0.3108,0.8341,0.2097
120,0.2855,0.7552,0.3115,0.831,0.2141
121,0.2783,0.7246,0.3042,0.8004,0.226
122,0.2978,0.7407,0.3238,0.8166,0.2289
123,0.2817,0.7282,0.3076,0.8041,0.2346
124,0.2741,0.7145,0.2999,0.7905,0.2392
125,0.2648,0.7122,0.2906,0.7882,0.245
126,0.2653,0.7172,0.2911,0.7932,0.2527
127,0.2663,0.7043,0.292,0.7803,0.2684
128,0.273,0.6989,0.2987,0.775,0.2723
129,0.2709,0.7004,0.2965,0.7765,0.2772
130,0.2671,0.6805,0.2927,0.7566,0.29
131,0.2574,0.6746,0.283,0.7507,0.2879
132,0.2507,0.6625,0.2762,0.7386,0.2995
133,0.2622,0.6371,0.2876,0.7132,0.3097
134,0.2541,0.6734,0.2795,0.7494,0.3108
135,0.2484,0.656,0.2737,0.732,0.3318
136,0.2444,0.6509,0.2697,0.7268,0.3398
137,0.2483,0.6461,0.2735,0.722,0.3424
138,0.2374,0.6386,0.2626,0.7144,0.3527
139,0.2356,0.6387,0.2608,0.7145,0.3607
140,0.235,0.6323,0.2601,0.7081,0.374
141,0.2423,0.6223,0.2673,0.698,0.3816
142,0.2328,0.6172,0.2577,0.6929,0.388
143,0.2343,0.6104,0.2591,0.686,0.4042
144,0.2367,0.603,0.2615,0.6785,0.403
145,0.2236,0.5979,0.2483,0.6734,0.4138
146,0.2198,0.5903,0.2444,0.6656,0.4256
147,0.2144,0.589,0.239,0.6643,0.4343
148,0.2129,0.5998,0.2374,0.675,0.4444
149,0.2235,0.5841,0.2479,0.6592,0.4513
150,0.2189,0.574,0.2432,0.649,0.4639
151,0.2227,0.5789,0.2469,0.6538,0.4726
152,0.2097,0.572,0.2339,0.6468,0.4817
153,0.2032,0.5635,0.2274,0.6382,0.4888
154,0.2041,0.5601,0.2281,0.6347,0.5004
155,0.2116,0.5702,0.2355,0.6447,0.5043
156,0.2022,0.5696,0.226,0.6439,0.52
157,0.1999,0.5464,0.2237,0.6206,0.5254
158,0.1967,0.5396,0.2204,0.6137,0.535
159,0.2023,0.5415,0.2259,0.6155,0.5376
160,0.2028,0.5248,0.2264,0.5987,0.5464
161,0.1971,0.5305,0.2206,0.6042,0.5556
162,0.189,0.5358,0.2124,0.6093,0.5723
163,0.1885,0.5331,0.2118,0.6065,0.5755
164,0.1987,0.5126,0.222,0.5859,0.5824
165,0.1925,0.5209,0.2157,0.5941,0.594
166,0.1874,0.5082,0.2104,0.5812,0.5942
167,0.1816,0.5025,0.2045,0.5753,0.618
168,0.1874,0.4842,0.2103,0.557,0.6228
169,0.1933,0.4937,0.2162,0.5662,0.6257
170,0.1799,0.4941,0.2026,0.5665,0.633
171,0.1805,0.4846,0.2032,0.5569,0.6431
172,0.181,0.4844,0.2035,0.5565,0.6502
173,0.1732,0.4934,0.1956,0.5653,0.6574
174,0.1843,0.4916,0.2067,0.5634,0.6634
175,0.1826,0.4669,0.2049,0.5385,0.6728
176,0.164,0.464,0.1862,0.5355,0.6787
177,0.1768,0.4597,0.199,0.531,0.6837
178,0.1615,0.4611,0.1836,0.5323,0.6899
179,0.1731,0.4526,0.1951,0.5236,0.7015
180,0.1766,0.4435,0.1985,0.5142,0.705
181,0.1717,0.433,0.1935,0.5036,0.7109
182,0.1668,0.4418,0.1885,0.5122,0.715
183,0.1739,0.4523,0.1955,0.5226,0.722
184,0.1648,0.4527,0.1864,0.5227,0.7288
185,0.1582,0.4594,0.1797,0.5293,0.7344
186,0.1638,0.4386,0.1851,0.5084,0.7418
187,0.159,0.4335,0.1803,0.5031,0.7468
188,0.1594,0.4353,0.1806,0.5047,0.7514
189,0.1783,0.4179,0.1995,0.487,0.7561
190,0.159,0.4296,0.18,0.4986,0.7615
191,0.1496,0.4304,0.1705,0.4992,0.7701
192,0.1584,0.4199,0.1793,0.4885,0.7715
193,0.1505,0.4162,0.1713,0.4846,0.782
194,0.1658,0.4201,0.1864,0.4883,0.7844
195,0.1457,0.4123,0.1663,0.4804,0.7825
196,0.1555,0.4053,0.176,0.4732,0.7867
197,0.1558,0.4109,0.1762,0.4786,0.8006
198,0.1543,0.4114,0.1746,0.4789,0.795
199,0.1509,0.3999,0.1712,0.4672,0.7952
200,0.1415,0.3963,0.1617,0.4634,0.809
201,0.1497,0.39,0.1699,0.4569,0.8158
202,0.1486,0.3895,0.1686,0.4562,0.8123
203,0.1558,0.3936,0.1757,0.4602,0.8176
204,0.153,0.3763,0.1728,0.4426,0.8187
205,0.1476,0.384,0.1674,0.4502,0.8262
206,0.1503,0.3763,0.17,0.4422,0.8297
207,0.1357,0.3812,0.1553,0.447,0.8195
208,0.1406,0.3914,0.1601,0.457,0.834
209,0.1494,0.378,0.1689,0.4434,0.8323
210,0.1488,0.3803,0.1682,0.4455,0.8414
211,0.1455,0.3692,0.1648,0.4342,0.837
212,0.1373,0.3561,0.1565,0.4209,0.8442
213,0.1388,0.3703,0.1579,0.4349,0.8453
214,0.1358,0.354,0.1548,0.4184,0.8461
215,0.127,0.3694,0.146,0.4336,0.8465
216,0.138,0.3524,0.1569,0.4164,0.8488
217,0.1373,0.3484,0.1562,0.4122,0.8536
218,0.1369,0.3549,0.1557,0.4186,0.8552
219,0.1333,0.3472,0.1519,0.4107,0.8648
220,0.132,0.3521,0.1506,0.4153,0.8607
221,0.1294,0.3545,0.1479,0.4176,0.865
222,0.1295,0.3574,0.1479,0.4203,0.8618
223,0.129,0.3427,0.1474,0.4053,0.8637
224,0.1255,0.339,0.1438,0.4015,0.866
225,0.1354,0.3443,0.1536,0.4066,0.8709
226,0.1376,0.3325,0.1558,0.3945,0.87
227,0.1347,0.3383,0.1528,0.4002,0.8705
228,0.1294,0.3348,0.1474,0.3965,0.8756
229,0.1217,0.3391,0.1397,0.4006,0.874
230,0.1255,0.3394,0.1434,0.4007,0.8754
231,0.1272,0.3244,0.145,0.3855,0.8746
232,0.1251,0.3243,0.1428,0.3852,0.8782
233,0.1252,0.3246,0.1429,0.3853,0.8788
234,0.1233,0.3406,0.1409,0.4012,0.8793
235,0.1271,0.3177,0.1446,0.378,0.8844
236,0.1282,0.3283,0.1457,0.3885,0.8834
237,0.1212,0.3237,0.1386,0.3837,0.8863
238,0.1337,0.3296,0.151,0.3894,0.8904
239,0.1281,0.3291,0.1453,0.3887,0.8906
240,0.126,0.3169,0.1432,0.3763,0.8831
241,0.1259,0.3124,0.143,0.3717,0.8897
242,0.1168,0.3255,0.1338,0.3845,0.8879
243,0.1239,0.3014,0.1408,0.3602,0.8906
244,0.1201,0.3168,0.137,0.3755,0.8949
245,0.119,0.3056,0.1358,0.3641,0.8936
246,0.1224,0.3127,0.1391,0.371,0.8929
247,0.1194,0.3021,0.1361,0.3602,0.8936
248,0.1268,0.2963,0.1435,0.3542,0.8948
249,0.1269,0.3179,0.1435,0.3757,0.8911
250,0.1257,0.2938,0.1422,0.3513,0.8957
251,0.1159,0.3131,0.1323,0.3704,0.9001
252,0.124,0.2956,0.1404,0.3528,0.895
253,0.1174,0.302,0.1337,0.359,0.8979
254,0.1206,0.3022,0.1369,0.359,0.902
255,0.1144,0.2915,0.1306,0.3481,0.9049
256,0.1248,0.2948,0.1409,0.3512,0.8931
257,0.1205,0.2839,0.1365,0.3402,0.8988
258,0.1125,0.296,0.1285,0.3521,0.8975
259,0.1209,0.2891,0.1369,0.345,0.8988
260,0.112,0.2791,0.1279,0.3349,0.9052
261,0.1117,0.2831,0.1275,0.3387,0.9018
262,0.1176,0.2926,0.1334,0.348,0.9019
263,0.108,0.2626,0.1238,0.3179,0.8997
264,0.1097,0.2884,0.1253,0.3435,0.9067
265,0.1127,0.2696,0.1283,0.3245,0.9013
266,0.1121,0.2818,0.1276,0.3365,0.9028
267,0.1209,0.2749,0.1364,0.3295,0.9051
268,0.1115,0.2821,0.1269,0.3364,0.9031
269,0.1171,0.274,0.1325,0.3282,0.905
270,0.106,0.2776,0.1213,0.3316,0.9042
271,0.1092,0.2739,0.1245,0.3277,0.9044
272,0.1165,0.2608,0.1317,0.3144,0.9015
273,0.1027,0.2656,0.1179,0.3191,0.9048
274,0.1123,0.2737,0.1274,0.327,0.9131
275,0.1057,0.2598,0.1208,0.3129,0.9048
276,0.1024,0.2548,0.1175,0.3078,0.9048
277,0.1015,0.2776,0.1165,0.3304,0.907
278,0.1095,0.2711,0.1245,0.3238,0.907
279,0.0999,0.266,0.1148,0.3185,0.904
280,0.1059,0.2708,0.1207,0.3232,0.9052
281,0.1149,0.2637,0.1297,0.3159,0.905
282,0.1124,0.2573,0.1271,0.3093,0.9074
283,0.1085,0.2501,0.1232,0.302,0.9032
284,0.106,0.2558,0.1206,0.3075,0.9089
285,0.1064,0.2555,0.121,0.3071,0.9068
286,0.1113,0.2548,0.1258,0.3062,0.9084
287,0.1018,0.2643,0.1163,0.3156,0.9079
288,0.1165,0.2569,0.131,0.308,0.9086
289,0.1079,0.2559,0.1223,0.3068,0.9046
290,0.1032,0.2578,0.1175,0.3086,0.9112
291,0.1005,0.2582,0.1148,0.3088,0.9097
292,0.1097,0.259,0.1239,0.3094,0.9058
293,0.1054,0.2526,0.1196,0.3029,0.9065
294,0.1023,0.2529,0.1164,0.3031,0.9022
295,0.0961,0.2598,0.1102,0.3098,0.9085
296,0.1125,0.2482,0.1265,0.298,0.9086
297,0.1104,0.2531,0.1244,0.3028,0.9107
298,0.1057,0.2431,0.1197,0.2926,0.8994
299,0.0974,0.2563,0.1113,0.3057,0.901
